forecast_month,latitude,longitude,predicted_incidents,risk_score,hotspot_z
2015-03,2.0,142.0,0.01,0.0012,0.132
2015-03,6.0,135.0,0.01,0.0012,0.129
2015-03,-16.0,172.0,0.01,0.0011,0.126
2015-03,7.0,135.0,0.01,0.0011,0.126
2015-03,8.0,157.0,0.01,0.0011,0.126
2015-03,2.0,166.0,0.01,0.0007,0.1
2015-03,4.0,158.0,0.01,0.0007,0.1
2015-03,2.0,170.0,0.01,0.0006,0.093
2015-03,-10.0,156.0,0.01,0.0005,0.086
2015-03,1.0,164.0,0.01,0.0005,0.086
2015-03,8.0,171.0,0.01,0.0005,0.086
2015-03,-10.0,154.0,0.0,0.0003,0.061
2015-03,4.0,168.0,0.0,0.0003,0.06
2015-03,-8.0,156.0,0.0,0.0002,0.051
2015-03,2.0,138.0,0.0,0.0002,0.05
2015-03,7.0,170.0,0.0,0.0002,0.051
2015-03,3.0,146.0,0.0,1e-04,0.029
2015-03,-4.0,176.0,0.0,0.0,0.02
2015-03,-3.0,174.0,0.0,0.0,0.02
2015-03,0.0,169.0,0.0,0.0,0.008
2015-03,3.0,153.0,0.0,0.0,0.02
2015-03,4.0,155.0,0.0,0.0,0.008
2015-03,5.0,172.0,0.0,0.0,0.02
2015-04,-5.0,149.0,0.81,8.93,11.053
2015-04,-5.0,148.0,0.69,6.4578,9.399
2015-04,-3.0,149.0,0.65,5.8577,8.952
2015-04,-3.0,148.0,0.63,5.4495,8.634
2015-04,-2.0,145.0,0.59,4.7706,8.079
2015-04,-5.0,150.0,0.56,4.317,7.685
2015-04,-2.0,146.0,0.56,4.2688,7.642
2015-04,-2.0,147.0,0.56,4.2688,7.642
2015-04,-3.0,150.0,0.54,3.964,7.364
2015-04,-1.0,144.0,0.54,3.9214,7.324
2015-04,-1.0,145.0,0.54,3.9214,7.324
2015-04,-2.0,144.0,0.52,3.7117,7.126
2015-04,-4.0,148.0,0.52,3.6295,7.046
2015-04,-3.0,146.0,0.52,3.6295,7.046
2015-04,-1.0,143.0,0.51,3.5079,6.927
2015-04,-4.0,150.0,0.49,3.2321,6.649
2015-04,-3.0,147.0,0.49,3.2321,6.649
2015-04,-3.0,144.0,0.46,2.9263,6.327
2015-04,-4.0,149.0,0.45,2.7499,6.133
2015-04,-1.0,146.0,0.45,2.7499,6.133
2015-04,-5.0,147.0,0.44,2.6242,5.992
2015-04,-1.0,147.0,0.43,2.5748,5.935
2015-04,0.0,146.0,0.43,2.5748,5.935
2015-04,0.0,147.0,0.43,2.5748,5.935
2015-04,-4.0,146.0,0.43,2.5472,5.903
2015-04,-2.0,148.0,0.41,2.2742,5.578
2015-04,-3.0,145.0,0.4,2.2419,5.538
2015-04,-4.0,145.0,0.4,2.2013,5.488
2015-04,-3.0,143.0,0.39,2.0569,5.305
2015-04,0.0,145.0,0.39,2.0532,5.3
2015-04,-2.0,155.0,0.37,1.9023,5.101
2015-04,-2.0,154.0,0.37,1.8436,5.022
2015-04,-3.0,156.0,0.36,1.8145,4.982
2015-04,0.0,148.0,0.36,1.7857,4.943
2015-04,-3.0,155.0,0.35,1.7007,4.824
2015-04,-2.0,149.0,0.35,1.7007,4.824
2015-04,-3.0,142.0,0.35,1.6655,4.773
2015-04,-4.0,147.0,0.35,1.6452,4.744
2015-04,-2.0,143.0,0.34,1.5369,4.585
2015-04,-3.0,157.0,0.33,1.4842,4.506
2015-04,-4.0,144.0,0.33,1.4759,4.493
2015-04,-1.0,142.0,0.33,1.4581,4.466
2015-04,0.0,144.0,0.32,1.4323,4.427
2015-04,-1.0,149.0,0.31,1.3563,4.307
2015-04,-6.0,151.0,0.31,1.3463,4.292
2015-04,-2.0,156.0,0.31,1.3068,4.228
2015-04,0.0,149.0,0.31,1.3068,4.228
2015-04,-5.0,151.0,0.3,1.1914,4.037
2015-04,-3.0,158.0,0.29,1.1637,3.99
2015-04,-1.0,151.0,0.29,1.1637,3.99
2015-04,-4.0,155.0,0.29,1.1406,3.95
2015-04,-1.0,150.0,0.28,1.0729,3.831
2015-04,-2.0,153.0,0.28,1.0508,3.791
2015-04,-1.0,152.0,0.27,1.0289,3.752
2015-04,-8.0,151.0,0.27,0.9667,3.637
2015-04,-3.0,159.0,0.27,0.9646,3.633
2015-04,1.0,144.0,0.27,0.9646,3.633
2015-04,-4.0,156.0,0.26,0.9437,3.593
2015-04,-1.0,153.0,0.26,0.9437,3.593
2015-04,-1.0,154.0,0.26,0.9437,3.593
2015-04,0.0,151.0,0.26,0.9229,3.553
2015-04,1.0,145.0,0.26,0.9229,3.553
2015-04,-5.0,146.0,0.26,0.9168,3.542
2015-04,0.0,150.0,0.25,0.8621,3.434
2015-04,-4.0,157.0,0.25,0.8227,3.355
2015-04,0.0,153.0,0.25,0.8227,3.355
2015-04,-1.0,155.0,0.24,0.8033,3.315
2015-04,0.0,152.0,0.24,0.7842,3.275
2015-04,-2.0,150.0,0.24,0.7653,3.236
2015-04,-1.0,148.0,0.24,0.7653,3.236
2015-04,0.0,143.0,0.24,0.7653,3.236
2015-04,-7.0,151.0,0.23,0.7434,3.189
2015-04,-4.0,154.0,0.23,0.71,3.117
2015-04,-7.0,153.0,0.22,0.6921,3.077
2015-04,-6.0,152.0,0.22,0.6743,3.037
2015-04,-3.0,154.0,0.22,0.6568,2.998
2015-04,1.0,146.0,0.22,0.6568,2.998
2015-04,-2.0,142.0,0.22,0.6478,2.977
2015-04,-2.0,157.0,0.22,0.6395,2.958
2015-04,-8.0,150.0,0.21,0.6257,2.926
2015-04,-6.0,153.0,0.21,0.6057,2.878
2015-04,-3.0,151.0,0.21,0.5891,2.839
2015-04,-7.0,152.0,0.2,0.5727,2.799
2015-04,-2.0,141.0,0.2,0.5559,2.758
2015-04,-5.0,152.0,0.19,0.5096,2.64
2015-04,-4.0,151.0,0.19,0.5096,2.64
2015-04,-3.0,160.0,0.19,0.5096,2.64
2015-04,-5.0,154.0,0.19,0.5086,2.638
2015-04,-1.0,156.0,0.18,0.4646,2.521
2015-04,1.0,143.0,0.18,0.4646,2.521
2015-04,0.0,154.0,0.18,0.4358,2.442
2015-04,-2.0,151.0,0.17,0.3944,2.323
2015-04,0.0,142.0,0.17,0.3944,2.323
2015-04,-1.0,141.0,0.17,0.3812,2.284
2015-04,1.0,151.0,0.16,0.3679,2.243
2015-04,-5.0,157.0,0.16,0.3423,2.164
2015-04,0.0,155.0,0.16,0.3423,2.164
2015-04,-6.0,154.0,0.16,0.3367,2.146
2015-04,-5.0,155.0,0.16,0.3313,2.129
2015-04,-3.0,153.0,0.15,0.3176,2.085
2015-04,-8.0,152.0,0.15,0.3172,2.083
2015-04,-2.0,158.0,0.15,0.3057,2.045
2015-04,-4.0,158.0,0.15,0.2939,2.005
2015-04,-4.0,159.0,0.14,0.2824,1.965
2015-04,-2.0,168.0,0.14,0.2824,1.965
2015-04,-1.0,159.0,0.14,0.2687,1.917
2015-04,-2.0,167.0,0.14,0.26,1.886
2015-04,-1.0,158.0,0.14,0.2568,1.874
2015-04,-2.0,159.0,0.13,0.2492,1.846
2015-04,-2.0,166.0,0.13,0.2492,1.846
2015-04,-8.0,153.0,0.13,0.2437,1.826
2015-04,-1.0,157.0,0.13,0.2386,1.807
2015-04,2.0,145.0,0.13,0.2316,1.78
2015-04,1.0,147.0,0.13,0.2282,1.767
2015-04,1.0,150.0,0.13,0.2181,1.727
2015-04,1.0,152.0,0.13,0.2181,1.727
2015-04,-5.0,153.0,0.12,0.2082,1.688
2015-04,-2.0,152.0,0.12,0.1891,1.608
2015-04,1.0,154.0,0.12,0.1891,1.608
2015-04,-5.0,159.0,0.11,0.1798,1.569
2015-04,-4.0,153.0,0.11,0.1798,1.569
2015-04,-4.0,160.0,0.11,0.1798,1.569
2015-04,-5.0,160.0,0.11,0.1621,1.489
2015-04,1.0,153.0,0.11,0.1621,1.489
2015-04,3.0,170.0,0.11,0.1621,1.489
2015-04,5.0,169.0,0.11,0.1538,1.45
2015-04,-4.0,161.0,0.1,0.1453,1.41
2015-04,-2.0,169.0,0.1,0.1453,1.41
2015-04,0.0,166.0,0.1,0.1453,1.41
2015-04,-3.0,167.0,0.1,0.1449,1.408
2015-04,-2.0,160.0,0.1,0.1449,1.408
2015-04,-3.0,161.0,0.1,0.1372,1.37
2015-04,-1.0,167.0,0.1,0.1372,1.37
2015-04,0.0,165.0,0.1,0.1372,1.37
2015-04,-3.0,168.0,0.1,0.1363,1.366
2015-04,6.0,171.0,0.1,0.1363,1.366
2015-04,1.0,142.0,0.1,0.1294,1.33
2015-04,-5.0,156.0,0.1,0.128,1.323
2015-04,5.0,170.0,0.1,0.128,1.323
2015-04,-5.0,161.0,0.09,0.1218,1.291
2015-04,4.0,170.0,0.09,0.1218,1.291
2015-04,4.0,171.0,0.09,0.1144,1.251
2015-04,-1.0,160.0,0.09,0.1135,1.246
2015-04,-7.0,150.0,0.09,0.1108,1.231
2015-04,2.0,144.0,0.09,0.1108,1.231
2015-04,6.0,172.0,0.09,0.1107,1.231
2015-04,-1.0,166.0,0.09,0.1072,1.211
2015-04,6.0,170.0,0.09,0.1045,1.196
2015-04,3.0,169.0,0.09,0.1003,1.172
2015-04,-7.0,154.0,0.08,0.0949,1.139
2015-04,-3.0,169.0,0.08,0.0949,1.139
2015-04,-2.0,161.0,0.08,0.0949,1.139
2015-04,4.0,169.0,0.08,0.0936,1.132
2015-04,-1.0,168.0,0.08,0.0872,1.092
2015-04,1.0,155.0,0.08,0.0872,1.092
2015-04,-2.0,165.0,0.08,0.081,1.052
2015-04,2.0,156.0,0.07,0.075,1.013
2015-04,2.0,143.0,0.07,0.0734,1.002
2015-04,-5.0,158.0,0.07,0.0692,0.973
2015-04,-2.0,170.0,0.07,0.0692,0.973
2015-04,5.0,171.0,0.07,0.0692,0.973
2015-04,-4.0,152.0,0.07,0.0637,0.933
2015-04,-3.0,152.0,0.07,0.0637,0.933
2015-04,0.0,156.0,0.07,0.0637,0.933
2015-04,-7.0,149.0,0.07,0.0593,0.901
2015-04,3.0,156.0,0.07,0.0584,0.894
2015-04,-6.0,161.0,0.06,0.0533,0.854
2015-04,-4.0,162.0,0.06,0.0485,0.814
2015-04,-1.0,170.0,0.06,0.0485,0.814
2015-04,2.0,155.0,0.06,0.0439,0.775
2015-04,3.0,157.0,0.05,0.0395,0.735
2015-04,-1.0,172.0,0.05,0.0389,0.729
2015-04,4.0,172.0,0.05,0.0389,0.729
2015-04,1.0,148.0,0.05,0.0353,0.695
2015-04,0.0,141.0,0.05,0.0338,0.68
2015-04,-1.0,169.0,0.05,0.0314,0.656
2015-04,1.0,149.0,0.05,0.0314,0.656
2015-04,2.0,154.0,0.05,0.0314,0.656
2015-04,0.0,164.0,0.05,0.0304,0.645
2015-04,2.0,146.0,0.05,0.0304,0.645
2015-04,4.0,156.0,0.05,0.0304,0.645
2015-04,-1.0,171.0,0.05,0.0277,0.616
2015-04,3.0,171.0,0.05,0.0277,0.616
2015-04,8.0,136.0,0.04,0.0266,0.603
2015-04,2.0,147.0,0.04,0.0265,0.602
2015-04,3.0,168.0,0.04,0.0243,0.576
2015-04,-6.0,162.0,0.04,0.021,0.536
2015-04,-3.0,166.0,0.04,0.021,0.536
2015-04,-2.0,171.0,0.04,0.021,0.536
2015-04,0.0,167.0,0.04,0.021,0.536
2015-04,6.0,157.0,0.04,0.0181,0.498
2015-04,1.0,156.0,0.04,0.018,0.497
2015-04,3.0,155.0,0.04,0.018,0.497
2015-04,-15.0,-165.0,0.04,0.017,0.482
2015-04,4.0,138.0,0.04,0.017,0.482
2015-04,-3.0,170.0,0.03,0.0165,0.475
2015-04,0.0,170.0,0.03,0.0137,0.433
2015-04,-1.0,165.0,0.03,0.0127,0.417
2015-04,2.0,152.0,0.03,0.0111,0.39
2015-04,-7.0,148.0,0.03,0.0098,0.366
2015-04,3.0,172.0,0.03,0.0095,0.361
2015-04,-4.0,163.0,0.03,0.0088,0.348
2015-04,5.0,158.0,0.02,0.0083,0.338
2015-04,-6.0,156.0,0.02,0.0073,0.315
2015-04,-5.0,162.0,0.02,0.0065,0.298
2015-04,2.0,157.0,0.02,0.0065,0.298
2015-04,8.0,172.0,0.02,0.0063,0.294
2015-04,2.0,141.0,0.02,0.0057,0.279
2015-04,7.0,167.0,0.02,0.0057,0.279
2015-04,1.0,141.0,0.02,0.0053,0.269
2015-04,2.0,151.0,0.02,0.0053,0.269
2015-04,-3.0,162.0,0.02,0.0051,0.263
2015-04,0.0,171.0,0.02,0.0051,0.263
2015-04,2.0,164.0,0.02,0.0051,0.263
2015-04,-6.0,157.0,0.02,0.0049,0.259
2015-04,-3.0,165.0,0.02,0.0049,0.259
2015-04,-2.0,172.0,0.02,0.0049,0.259
2015-04,1.0,166.0,0.02,0.0049,0.259
2015-04,2.0,167.0,0.02,0.0049,0.259
2015-04,2.0,139.0,0.02,0.0047,0.255
2015-04,-8.0,154.0,0.02,0.0037,0.224
2015-04,-3.0,176.0,0.02,0.0036,0.221
2015-04,-1.0,173.0,0.02,0.0036,0.221
2015-04,4.0,157.0,0.02,0.0036,0.221
2015-04,-6.0,160.0,0.02,0.0035,0.219
2015-04,-4.0,175.0,0.02,0.0035,0.219
2015-04,0.0,168.0,0.02,0.0035,0.219
2015-04,-7.0,161.0,0.01,0.0023,0.179
2015-04,-4.0,167.0,0.01,0.0023,0.178
2015-04,-3.0,175.0,0.01,0.0023,0.178
2015-04,1.0,165.0,0.01,0.0023,0.179
2015-04,1.0,172.0,0.01,0.0023,0.178
2015-04,2.0,169.0,0.01,0.0023,0.178
2015-04,6.0,158.0,0.01,0.0023,0.179
2015-04,-6.0,159.0,0.01,0.0014,0.139
2015-04,2.0,153.0,0.01,0.0014,0.139
2015-04,1.0,171.0,0.01,0.0013,0.136
2015-04,2.0,142.0,0.01,0.0013,0.132
2015-04,5.0,157.0,0.01,0.0013,0.136
2015-04,-16.0,172.0,0.01,0.0012,0.126
2015-04,6.0,135.0,0.01,0.0012,0.129
2015-04,7.0,135.0,0.01,0.0012,0.126
2015-04,8.0,157.0,0.01,0.0012,0.126
2015-04,2.0,166.0,0.01,0.0007,0.1
2015-04,4.0,158.0,0.01,0.0007,0.1
2015-04,2.0,170.0,0.01,0.0006,0.093
2015-04,-10.0,156.0,0.01,0.0005,0.086
2015-04,1.0,164.0,0.01,0.0005,0.086
2015-04,8.0,171.0,0.01,0.0005,0.086
2015-04,-10.0,154.0,0.0,0.0003,0.061
2015-04,4.0,168.0,0.0,0.0003,0.06
2015-04,-8.0,156.0,0.0,0.0002,0.051
2015-04,2.0,138.0,0.0,0.0002,0.05
2015-04,7.0,170.0,0.0,0.0002,0.051
2015-04,3.0,146.0,0.0,1e-04,0.029
2015-04,-4.0,176.0,0.0,0.0,0.02
2015-04,-3.0,174.0,0.0,0.0,0.02
2015-04,0.0,169.0,0.0,0.0,0.008
2015-04,3.0,153.0,0.0,0.0,0.02
2015-04,4.0,155.0,0.0,0.0,0.008
2015-04,5.0,172.0,0.0,0.0,0.02
